archetype,seed,year,treasury,tax,trade,upkeep,net,routes,resTotal,gold,iron,timber,horses
exploit-hunter,42,62,43,62,20,120,-38,0,51,3,4,5,5
exploit-hunter,42,63,45,54,20,120,-46,0,49,3,4,5,5
exploit-hunter,42,64,41,61,20,120,-39,0,51,3,4,5,5
exploit-hunter,42,65,42,64,20,119,-35,0,55,3,4,5,5
exploit-hunter,42,66,42,66,20,121,-35,0,51,3,4,5,5
exploit-hunter,42,67,48,64,20,119,-35,0,54,3,4,5,9
exploit-hunter,42,68,27,66,20,120,-34,0,51,3,4,5,8
exploit-hunter,42,69,16,64,20,120,-36,0,49,3,4,5,8
exploit-hunter,42,70,13,61,20,119,-38,0,51,3,4,5,8
exploit-hunter,42,71,38,75,20,117,-22,0,49,3,4,5,8
exploit-hunter,42,72,0,60,19,118,-39,0,51,3,4,5,8
exploit-hunter,42,73,15,61,20,114,-33,0,49,3,4,5,8
exploit-hunter,42,74,24,66,20,113,-27,0,51,3,4,5,8
exploit-hunter,42,75,40,60,20,112,-32,0,49,3,4,5,8
exploit-hunter,42,76,30,60,20,112,-32,0,51,3,4,5,8
exploit-hunter,42,77,90,62,21,112,-29,0,49,3,4,5,8
exploit-hunter,42,78,49,63,23,114,-28,0,51,3,4,5,8
exploit-hunter,42,79,43,64,21,115,-30,0,57,3,4,5,8
exploit-hunter,42,80,34,64,20,116,-32,0,51,3,4,5,8
exploit-hunter,42,81,123,64,24,116,-28,0,49,3,4,5,8
exploit-hunter,42,82,44,64,25,118,-29,0,51,3,4,5,8
exploit-hunter,42,83,47,66,20,119,-33,0,49,3,4,5,8
exploit-hunter,42,84,38,67,21,120,-32,0,51,3,4,5,8
exploit-hunter,42,85,49,62,20,120,-38,0,54,3,4,5,8
exploit-hunter,42,86,164,76,28,121,-17,0,51,3,4,5,8
exploit-hunter,42,87,88,52,28,123,-43,0,49,3,4,5,8
exploit-hunter,42,88,37,53,22,125,-50,0,51,3,4,5,8
exploit-hunter,42,89,29,62,20,126,-44,0,49,3,4,5,8
exploit-hunter,42,90,25,67,20,126,-39,0,51,3,4,5,8
exploit-hunter,42,91,39,60,21,124,-43,0,49,3,4,5,8
exploit-hunter,42,92,0,54,17,123,-52,0,51,3,4,5,8
exploit-hunter,42,93,20,70,20,118,-28,0,49,3,4,5,8
exploit-hunter,42,94,73,64,22,116,-30,0,51,3,4,5,8
exploit-hunter,42,95,41,64,22,118,-32,0,49,3,4,5,8
exploit-hunter,42,96,39,73,21,119,-25,0,51,3,4,5,8
exploit-hunter,42,97,93,54,26,120,-40,0,49,3,4,5,8
exploit-hunter,42,98,45,68,23,122,-31,0,51,3,4,5,8
exploit-hunter,42,99,44,66,20,123,-37,0,49,3,4,5,8
